Species,Replicate,SubjectNum arg,ArgAntDensity,Survival Time,Status (Alive/Dead)
M_antipodum,2,11,20,24,0
M_antipodum,2,12,20,24,0
M_antipodum,2,13,20,24,0
M_antipodum,2,14,20,24,0
M_antipodum,2,15,20,24,0
M_antipodum,2,16,20,24,0
M_antipodum,2,17,20,24,0
M_antipodum,2,18,20,24,0
M_antipodum,2,19,20,24,0
M_antipodum,2,20,20,24,0
M_antipodum,3,1,20,4,1
M_antipodum,3,2,20,24,1
M_antipodum,3,3,20,24,1
M_antipodum,3,4,20,24,0
M_antipodum,3,5,20,24,0
M_antipodum,3,6,20,24,0
M_antipodum,3,7,20,24,0
M_antipodum,3,8,20,24,0
M_antipodum,3,9,20,24,0
M_antipodum,3,10,20,24,0
M_antipodum,3,11,20,24,0
M_antipodum,3,12,20,24,0
M_antipodum,3,13,20,24,0
M_antipodum,3,14,20,24,0
M_antipodum,3,15,20,24,0
M_antipodum,3,16,20,24,0
M_antipodum,3,17,20,24,0
M_antipodum,3,18,20,24,0
M_antipodum,3,19,20,24,0
M_antipodum,3,20,20,24,0
M_antipodum,4,1,20,24,1
M_antipodum,4,2,20,24,0
M_antipodum,4,3,20,24,0
M_antipodum,4,4,20,24,0
M_antipodum,4,5,20,24,0
M_antipodum,4,6,20,24,0
M_antipodum,4,7,20,24,0
M_antipodum,4,8,20,24,0
M_antipodum,4,9,20,24,0
M_antipodum,4,10,20,24,0
M_antipodum,4,11,20,24,0
M_antipodum,4,12,20,24,0
M_antipodum,4,13,20,24,0
M_antipodum,4,14,20,24,0
M_antipodum,4,15,20,24,0
M_antipodum,4,16,20,24,0
M_antipodum,4,17,20,24,0
M_antipodum,4,18,20,24,0
M_antipodum,4,19,20,24,0
M_antipodum,4,20,20,24,0
M_antipodum,5,1,20,24,1
M_antipodum,5,2,20,24,0
M_antipodum,5,3,20,24,0
M_antipodum,5,4,20,24,0
M_antipodum,5,5,20,24,0
M_antipodum,5,6,20,24,0
M_antipodum,5,7,20,24,0
M_antipodum,5,8,20,24,0
M_antipodum,5,9,20,24,0
M_antipodum,5,10,20,24,0
M_antipodum,5,11,20,24,0
M_antipodum,5,12,20,24,0
M_antipodum,5,13,20,24,0
M_antipodum,5,14,20,24,0
M_antipodum,5,15,20,24,0
M_antipodum,5,16,20,24,0
M_antipodum,5,17,20,24,0
M_antipodum,5,18,20,24,0
M_antipodum,5,19,20,24,0
M_antipodum,5,20,20,24,0
M_antipodum,6,1,20,24,1
M_antipodum,6,2,20,24,1
M_antipodum,6,3,20,24,1
M_antipodum,6,4,20,24,1
M_antipodum,6,5,20,24,0
M_antipodum,6,6,20,24,0
M_antipodum,6,7,20,24,0
M_antipodum,6,8,20,24,0
M_antipodum,6,9,20,24,0
M_antipodum,6,10,20,24,0
M_antipodum,6,11,20,24,0
M_antipodum,6,12,20,24,0
M_antipodum,6,13,20,24,0
M_antipodum,6,14,20,24,0
M_antipodum,6,15,20,24,0
M_antipodum,6,16,20,24,0
M_antipodum,6,17,20,24,0
M_antipodum,6,18,20,24,0
M_antipodum,6,19,20,24,0
M_antipodum,6,20,20,24,0
M_antipodum,1,1,40,4,1
M_antipodum,1,2,40,4,1
M_antipodum,1,3,40,4,1
M_antipodum,1,4,40,4,1
M_antipodum,1,5,40,24,1
M_antipodum,1,6,40,24,0
M_antipodum,1,7,40,24,0
M_antipodum,1,8,40,24,0
M_antipodum,1,9,40,24,0
M_antipodum,1,10,40,24,0
M_antipodum,1,11,40,24,0
M_antipodum,1,12,40,24,0
M_antipodum,1,13,40,24,0
M_antipodum,1,14,40,24,0
M_antipodum,1,15,40,24,0
M_antipodum,1,16,40,24,0
M_antipodum,1,17,40,24,0
M_antipodum,1,18,40,24,0
M_antipodum,1,19,40,24,0
M_antipodum,1,20,40,24,0
M_antipodum,1,21,40,24,0
M_antipodum,1,22,40,24,0
M_antipodum,1,23,40,24,0
M_antipodum,1,24,40,24,0
M_antipodum,1,25,40,24,0
M_antipodum,1,26,40,24,0
M_antipodum,1,27,40,24,0
M_antipodum,1,28,40,24,0
M_antipodum,1,29,40,24,0
M_antipodum,1,30,40,24,0
M_antipodum,1,31,40,24,0
M_antipodum,1,32,40,24,0
M_antipodum,1,33,40,24,0
M_antipodum,1,34,40,24,0
M_antipodum,1,35,40,24,0
M_antipodum,1,36,40,24,0
M_antipodum,1,37,40,24,0
M_antipodum,1,38,40,24,0
M_antipodum,1,39,40,24,0
M_antipodum,1,40,40,24,0
M_antipodum,2,1,40,24,1
M_antipodum,2,2,40,24,1
M_antipodum,2,3,40,24,0
M_antipodum,2,4,40,24,0
M_antipodum,2,5,40,24,0
M_antipodum,2,6,40,24,0
M_antipodum,2,7,40,24,0
M_antipodum,2,8,40,24,0
M_antipodum,2,9,40,24,0
M_antipodum,2,10,40,24,0
M_antipodum,2,11,40,24,0
M_antipodum,2,12,40,24,0
M_antipodum,2,13,40,24,0
M_antipodum,2,14,40,24,0
M_antipodum,2,15,40,24,0
M_antipodum,2,16,40,24,0
M_antipodum,2,17,40,24,0
M_antipodum,2,18,40,24,0
M_antipodum,2,19,40,24,0
M_antipodum,2,20,40,24,0
M_antipodum,2,21,40,24,0
M_antipodum,2,22,40,24,0
M_antipodum,2,23,40,24,0
M_antipodum,2,24,40,24,0
M_antipodum,2,25,40,24,0
M_antipodum,2,26,40,24,0
M_antipodum,2,27,40,24,0
M_antipodum,2,28,40,24,0
M_antipodum,2,29,40,24,0
M_antipodum,2,30,40,24,0
M_antipodum,2,31,40,24,0
M_antipodum,2,32,40,24,0
M_antipodum,2,33,40,24,0
M_antipodum,2,34,40,24,0
M_antipodum,2,35,40,24,0
M_antipodum,2,36,40,24,0
M_antipodum,2,37,40,24,0
M_antipodum,2,38,40,24,0
M_antipodum,2,39,40,24,0
M_antipodum,2,40,40,24,0
M_antipodum,3,1,40,24,1
M_antipodum,3,2,40,24,1
M_antipodum,3,3,40,24,1
M_antipodum,3,4,40,24,1
M_antipodum,3,5,40,24,1
M_antipodum,3,6,40,24,0
M_antipodum,3,7,40,24,0
M_antipodum,3,8,40,24,0
M_antipodum,3,9,40,24,0
M_antipodum,3,10,40,24,0
M_antipodum,3,11,40,24,0
M_antipodum,3,12,40,24,0
M_antipodum,3,13,40,24,0
M_antipodum,3,14,40,24,0
M_antipodum,3,15,40,24,0
M_antipodum,3,16,40,24,0
M_antipodum,3,17,40,24,0
M_antipodum,3,18,40,24,0
M_antipodum,3,19,40,24,0
M_antipodum,3,20,40,24,0
M_antipodum,3,21,40,24,0
M_antipodum,3,22,40,24,0
M_antipodum,3,23,40,24,0
M_antipodum,3,24,40,24,0
M_antipodum,3,25,40,24,0
M_antipodum,3,26,40,24,0
M_antipodum,3,27,40,24,0
M_antipodum,3,28,40,24,0
M_antipodum,3,29,40,24,0
M_antipodum,3,30,40,24,0
M_antipodum,3,31,40,24,0
M_antipodum,3,32,40,24,0
M_antipodum,3,33,40,24,0
M_antipodum,3,34,40,24,0
M_antipodum,3,35,40,24,0
M_antipodum,3,36,40,24,0
M_antipodum,3,37,40,24,0
M_antipodum,3,38,40,24,0
M_antipodum,3,39,40,24,0
M_antipodum,3,40,40,24,0
M_antipodum,4,1,40,24,1
M_antipodum,4,2,40,24,1
M_antipodum,4,3,40,24,1
M_antipodum,4,4,40,24,1
M_antipodum,4,5,40,24,0
M_antipodum,4,6,40,24,0
M_antipodum,4,7,40,24,0
M_antipodum,4,8,40,24,0
M_antipodum,4,9,40,24,0
M_antipodum,4,10,40,24,0
M_antipodum,4,11,40,24,0
M_antipodum,4,12,40,24,0
M_antipodum,4,13,40,24,0
M_antipodum,4,14,40,24,0
M_antipodum,4,15,40,24,0
M_antipodum,4,16,40,24,0
M_antipodum,4,17,40,24,0
M_antipodum,4,18,40,24,0
M_antipodum,4,19,40,24,0
M_antipodum,4,20,40,24,0
M_antipodum,4,21,40,24,0
M_antipodum,4,22,40,24,0
M_antipodum,4,23,40,24,0
M_antipodum,4,24,40,24,0
M_antipodum,4,25,40,24,0
M_antipodum,4,26,40,24,0
M_antipodum,4,27,40,24,0
M_antipodum,4,28,40,24,0
M_antipodum,4,29,40,24,0
M_antipodum,4,30,40,24,0
M_antipodum,4,31,40,24,0
M_antipodum,4,32,40,24,0
M_antipodum,4,33,40,24,0
M_antipodum,4,34,40,24,0
M_antipodum,4,35,40,24,0
M_antipodum,4,36,40,24,0
M_antipodum,4,37,40,24,0
M_antipodum,4,38,40,24,0
M_antipodum,4,39,40,24,0
M_antipodum,4,40,40,24,0
M_antipodum,5,1,40,24,1
M_antipodum,5,2,40,24,1
M_antipodum,5,3,40,24,0
M_antipodum,5,4,40,24,0
M_antipodum,5,5,40,24,0
M_antipodum,5,6,40,24,0
M_antipodum,5,7,40,24,0
M_antipodum,5,8,40,24,0
M_antipodum,5,9,40,24,0
M_antipodum,5,10,40,24,0
M_antipodum,5,11,40,24,0
M_antipodum,5,12,40,24,0
M_antipodum,5,13,40,24,0
M_antipodum,5,14,40,24,0
M_antipodum,5,15,40,24,0
M_antipodum,5,16,40,24,0
M_antipodum,5,17,40,24,0
M_antipodum,5,18,40,24,0
M_antipodum,5,19,40,24,0
M_antipodum,5,20,40,24,0
M_antipodum,5,21,40,24,0
M_antipodum,5,22,40,24,0
M_antipodum,5,23,40,24,0
M_antipodum,5,24,40,24,0
M_antipodum,5,25,40,24,0
M_antipodum,5,26,40,24,0
M_antipodum,5,27,40,24,0
M_antipodum,5,28,40,24,0
M_antipodum,5,29,40,24,0
M_antipodum,5,30,40,24,0
M_antipodum,5,31,40,24,0
M_antipodum,5,32,40,24,0
M_antipodum,5,33,40,24,0
M_antipodum,5,34,40,24,0
M_antipodum,5,35,40,24,0
M_antipodum,5,36,40,24,0
M_antipodum,5,37,40,24,0
M_antipodum,5,38,40,24,0
M_antipodum,5,39,40,24,0
M_antipodum,5,40,40,24,0
M_antipodum,6,1,40,24,1
M_antipodum,6,2,40,24,1
M_antipodum,6,3,40,24,1
M_antipodum,6,4,40,24,1
M_antipodum,6,5,40,24,0
M_antipodum,6,6,40,24,0
M_antipodum,6,7,40,24,0
M_antipodum,6,8,40,24,0
M_antipodum,6,9,40,24,0
M_antipodum,6,10,40,24,0
M_antipodum,6,11,40,24,0
M_antipodum,6,12,40,24,0
M_antipodum,6,13,40,24,0
M_antipodum,6,14,40,24,0
M_antipodum,6,15,40,24,0
M_antipodum,6,16,40,24,0
M_antipodum,6,17,40,24,0
M_antipodum,6,18,40,24,0
M_antipodum,6,19,40,24,0
M_antipodum,6,20,40,24,0
M_antipodum,6,21,40,24,0
M_antipodum,6,22,40,24,0
M_antipodum,6,23,40,24,0
M_antipodum,6,24,40,24,0
M_antipodum,6,25,40,24,0
M_antipodum,6,26,40,24,0
M_antipodum,6,27,40,24,0
M_antipodum,6,28,40,24,0
M_antipodum,6,29,40,24,0
M_antipodum,6,30,40,24,0
M_antipodum,6,31,40,24,0
M_antipodum,6,32,40,24,0
M_antipodum,6,33,40,24,0
M_antipodum,6,34,40,24,0
M_antipodum,6,35,40,24,0
M_antipodum,6,36,40,24,0
M_antipodum,6,37,40,24,0
M_antipodum,6,38,40,24,0
M_antipodum,6,39,40,24,0
M_antipodum,6,40,40,24,0
M_antipodum,7,1,40,4,1
M_antipodum,7,2,40,24,1
M_antipodum,7,3,40,24,1
M_antipodum,7,4,40,24,1
M_antipodum,7,5,40,24,1
M_antipodum,7,6,40,24,1
M_antipodum,7,7,40,24,1
M_antipodum,7,8,40,24,1
M_antipodum,7,9,40,24,1
M_antipodum,7,10,40,24,0
M_antipodum,7,11,40,24,0
M_antipodum,7,12,40,24,0
M_antipodum,7,13,40,24,0
M_antipodum,7,14,40,24,0
M_antipodum,7,15,40,24,0
M_antipodum,7,16,40,24,0
M_antipodum,7,17,40,24,0
M_antipodum,7,18,40,24,0
M_antipodum,7,19,40,24,0
M_antipodum,7,20,40,24,0
M_antipodum,7,21,40,24,0
M_antipodum,7,22,40,24,0
M_antipodum,7,23,40,24,0
M_antipodum,7,24,40,24,0
M_antipodum,7,25,40,24,0
M_antipodum,7,26,40,24,0
M_antipodum,7,27,40,24,0
M_antipodum,7,28,40,24,0
M_antipodum,7,29,40,24,0
M_antipodum,7,30,40,24,0
M_antipodum,7,31,40,24,0
M_antipodum,7,32,40,24,0
M_antipodum,7,33,40,24,0
M_antipodum,7,34,40,24,0
M_antipodum,7,35,40,24,0
M_antipodum,7,36,40,24,0
M_antipodum,7,37,40,24,0
M_antipodum,7,38,40,24,0
M_antipodum,7,39,40,24,0
M_antipodum,7,40,40,24,0
M_antipodum,1,1,80,24,1
M_antipodum,1,2,80,24,1
M_antipodum,1,3,80,24,1
M_antipodum,1,4,80,24,1
M_antipodum,1,5,80,24,1
M_antipodum,1,6,80,24,1
M_antipodum,1,7,80,24,1
M_antipodum,1,8,80,24,0
M_antipodum,1,9,80,24,0
M_antipodum,1,10,80,24,0
M_antipodum,1,11,80,24,0
M_antipodum,1,12,80,24,0
M_antipodum,1,13,80,24,0
M_antipodum,1,14,80,24,0
M_antipodum,1,15,80,24,0
M_antipodum,1,16,80,24,0
M_antipodum,1,17,80,24,0
M_antipodum,1,18,80,24,0
M_antipodum,1,19,80,24,0
M_antipodum,1,20,80,24,0
M_antipodum,1,21,80,24,0
M_antipodum,1,22,80,24,0
M_antipodum,1,23,80,24,0
M_antipodum,1,24,80,24,0
M_antipodum,1,25,80,24,0
M_antipodum,1,26,80,24,0
M_antipodum,1,27,80,24,0
M_antipodum,1,28,80,24,0
M_antipodum,1,29,80,24,0
M_antipodum,1,30,80,24,0
M_antipodum,1,31,80,24,0
M_antipodum,1,32,80,24,0
M_antipodum,1,33,80,24,0
M_antipodum,1,34,80,24,0
M_antipodum,1,35,80,24,0
M_antipodum,1,36,80,24,0
M_antipodum,1,37,80,24,0
M_antipodum,1,38,80,24,0
M_antipodum,1,39,80,24,0
M_antipodum,1,40,80,24,0
M_antipodum,1,41,80,24,0
M_antipodum,1,42,80,24,0
M_antipodum,1,43,80,24,0
M_antipodum,1,44,80,24,0
M_antipodum,1,45,80,24,0
M_antipodum,1,46,80,24,0
M_antipodum,1,47,80,24,0
M_antipodum,1,48,80,24,0
M_antipodum,1,49,80,24,0
M_antipodum,1,50,80,24,0
M_antipodum,1,51,80,24,0
M_antipodum,1,52,80,24,0
M_antipodum,1,53,80,24,0
M_antipodum,1,54,80,24,0
M_antipodum,1,55,80,24,0
M_antipodum,1,56,80,24,0
M_antipodum,1,57,80,24,0
M_antipodum,1,58,80,24,0
M_antipodum,1,59,80,24,0
M_antipodum,1,60,80,24,0
M_antipodum,1,61,80,24,0
M_antipodum,1,62,80,24,0
M_antipodum,1,63,80,24,0
M_antipodum,1,64,80,24,0
M_antipodum,1,65,80,24,0
M_antipodum,1,66,80,24,0
M_antipodum,1,67,80,24,0
M_antipodum,1,68,80,24,0
M_antipodum,1,69,80,24,0
M_antipodum,1,70,80,24,0
M_antipodum,1,71,80,24,0
M_antipodum,1,72,80,24,0
M_antipodum,1,73,80,24,0
M_antipodum,1,74,80,24,0
M_antipodum,1,75,80,24,0
M_antipodum,1,76,80,24,0
M_antipodum,1,77,80,24,0
M_antipodum,1,78,80,24,0
M_antipodum,1,79,80,24,0
M_antipodum,1,80,80,24,0
M_antipodum,2,1,80,24,1
M_antipodum,2,2,80,24,1
M_antipodum,2,3,80,24,1
M_antipodum,2,4,80,24,1
M_antipodum,2,5,80,24,1
M_antipodum,2,6,80,24,1
M_antipodum,2,7,80,24,1
M_antipodum,2,8,80,24,1
M_antipodum,2,9,80,24,0
M_antipodum,2,10,80,24,0
M_antipodum,2,11,80,24,0
M_antipodum,2,12,80,24,0
M_antipodum,2,13,80,24,0
M_antipodum,2,14,80,24,0
M_antipodum,2,15,80,24,0
M_antipodum,2,16,80,24,0
M_antipodum,2,17,80,24,0
M_antipodum,2,18,80,24,0
M_antipodum,2,19,80,24,0
M_antipodum,2,20,80,24,0
M_antipodum,2,21,80,24,0
M_antipodum,2,22,80,24,0
M_antipodum,2,23,80,24,0
M_antipodum,2,24,80,24,0
M_antipodum,2,25,80,24,0
M_antipodum,2,26,80,24,0
M_antipodum,2,27,80,24,0
M_antipodum,2,28,80,24,0
M_antipodum,2,29,80,24,0
M_antipodum,2,30,80,24,0
M_antipodum,2,31,80,24,0
M_antipodum,2,32,80,24,0
M_antipodum,2,33,80,24,0
M_antipodum,2,34,80,24,0
M_antipodum,2,35,80,24,0
M_antipodum,2,36,80,24,0
M_antipodum,2,37,80,24,0
M_antipodum,2,38,80,24,0
M_antipodum,2,39,80,24,0
M_antipodum,2,40,80,24,0
M_antipodum,2,41,80,24,0
M_antipodum,2,42,80,24,0
M_antipodum,2,43,80,24,0
M_antipodum,2,44,80,24,0
M_antipodum,2,45,80,24,0
M_antipodum,2,46,80,24,0
M_antipodum,2,47,80,24,0
M_antipodum,2,48,80,24,0
M_antipodum,2,49,80,24,0
M_antipodum,2,50,80,24,0
M_antipodum,2,51,80,24,0
M_antipodum,2,52,80,24,0
M_antipodum,2,53,80,24,0
M_antipodum,2,54,80,24,0
M_antipodum,2,55,80,24,0
M_antipodum,2,56,80,24,0
M_antipodum,2,57,80,24,0
M_antipodum,2,58,80,24,0
M_antipodum,2,59,80,24,0
M_antipodum,2,60,80,24,0
M_antipodum,2,61,80,24,0
M_antipodum,2,62,80,24,0
M_antipodum,2,63,80,24,0
M_antipodum,2,64,80,24,0
M_antipodum,2,65,80,24,0
M_antipodum,2,66,80,24,0
M_antipodum,2,67,80,24,0
M_antipodum,2,68,80,24,0
M_antipodum,2,69,80,24,0
M_antipodum,2,70,80,24,0
M_antipodum,2,71,80,24,0
M_antipodum,2,72,80,24,0
M_antipodum,2,73,80,24,0
M_antipodum,2,74,80,24,0
M_antipodum,2,75,80,24,0
M_antipodum,2,76,80,24,0
M_antipodum,2,77,80,24,0
M_antipodum,2,78,80,24,0
M_antipodum,2,79,80,24,0
M_antipodum,2,80,80,24,0
M_antipodum,3,1,80,24,1
M_antipodum,3,2,80,24,1
M_antipodum,3,3,80,24,1
M_antipodum,3,4,80,24,1
M_antipodum,3,5,80,24,1
M_antipodum,3,6,80,24,1
M_antipodum,3,7,80,24,1
M_antipodum,3,8,80,24,1
M_antipodum,3,9,80,24,0
M_antipodum,3,10,80,24,0
M_antipodum,3,11,80,24,0
M_antipodum,3,12,80,24,0
M_antipodum,3,13,80,24,0
M_antipodum,3,14,80,24,0
M_antipodum,3,15,80,24,0
M_antipodum,3,16,80,24,0
M_antipodum,3,17,80,24,0
M_antipodum,3,18,80,24,0
M_antipodum,3,19,80,24,0
M_antipodum,3,20,80,24,0
M_antipodum,3,21,80,24,0
M_antipodum,3,22,80,24,0
M_antipodum,3,23,80,24,0
M_antipodum,3,24,80,24,0
M_antipodum,3,25,80,24,0
M_antipodum,3,26,80,24,0
M_antipodum,3,27,80,24,0
M_antipodum,3,28,80,24,0
M_antipodum,3,29,80,24,0
M_antipodum,3,30,80,24,0
M_antipodum,3,31,80,24,0
M_antipodum,3,32,80,24,0
M_antipodum,3,33,80,24,0
M_antipodum,3,34,80,24,0
M_antipodum,3,35,80,24,0
M_antipodum,3,36,80,24,0
M_antipodum,3,37,80,24,0
M_antipodum,3,38,80,24,0
M_antipodum,3,39,80,24,0
M_antipodum,3,40,80,24,0
M_antipodum,3,41,80,24,0
M_antipodum,3,42,80,24,0
M_antipodum,3,43,80,24,0
M_antipodum,3,44,80,24,0
M_antipodum,3,45,80,24,0
M_antipodum,3,46,80,24,0
M_antipodum,3,47,80,24,0
M_antipodum,3,48,80,24,0
M_antipodum,3,49,80,24,0
M_antipodum,3,50,80,24,0
M_antipodum,3,51,80,24,0
M_antipodum,3,52,80,24,0
M_antipodum,3,53,80,24,0
M_antipodum,3,54,80,24,0
M_antipodum,3,55,80,24,0
M_antipodum,3,56,80,24,0
M_antipodum,3,57,80,24,0
M_antipodum,3,58,80,24,0
M_antipodum,3,59,80,24,0
M_antipodum,3,60,80,24,0
M_antipodum,3,61,80,24,0
M_antipodum,3,62,80,24,0
M_antipodum,3,63,80,24,0
M_antipodum,3,64,80,24,0
M_antipodum,3,65,80,24,0
M_antipodum,3,66,80,24,0
M_antipodum,3,67,80,24,0
M_antipodum,3,68,80,24,0
M_antipodum,3,69,80,24,0
M_antipodum,3,70,80,24,0
M_antipodum,3,71,80,24,0
M_antipodum,3,72,80,24,0
M_antipodum,3,73,80,24,0
M_antipodum,3,74,80,24,0
M_antipodum,3,75,80,24,0
M_antipodum,3,76,80,24,0
M_antipodum,3,77,80,24,0
M_antipodum,3,78,80,24,0
M_antipodum,3,79,80,24,0
M_antipodum,3,80,80,24,0
M_antipodum,4,1,80,24,1
M_antipodum,4,2,80,24,1
M_antipodum,4,3,80,24,1
M_antipodum,4,4,80,24,1
M_antipodum,4,5,80,24,1
M_antipodum,4,6,80,24,1
M_antipodum,4,7,80,24,1
M_antipodum,4,8,80,24,1
M_antipodum,4,9,80,24,1
M_antipodum,4,10,80,24,1
M_antipodum,4,11,80,24,1
M_antipodum,4,12,80,24,1
M_antipodum,4,13,80,24,0
M_antipodum,4,14,80,24,0
M_antipodum,4,15,80,24,0
M_antipodum,4,16,80,24,0
M_antipodum,4,17,80,24,0
M_antipodum,4,18,80,24,0
M_antipodum,4,19,80,24,0
M_antipodum,4,20,80,24,0
M_antipodum,4,21,80,24,0
M_antipodum,4,22,80,24,0
M_antipodum,4,23,80,24,0
M_antipodum,4,24,80,24,0
M_antipodum,4,25,80,24,0
M_antipodum,4,26,80,24,0
M_antipodum,4,27,80,24,0
M_antipodum,4,28,80,24,0
M_antipodum,4,29,80,24,0
M_antipodum,4,30,80,24,0
M_antipodum,4,31,80,24,0
M_antipodum,4,32,80,24,0
M_antipodum,4,33,80,24,0
M_antipodum,4,34,80,24,0
M_antipodum,4,35,80,24,0
M_antipodum,4,36,80,24,0
M_antipodum,4,37,80,24,0
M_antipodum,4,38,80,24,0
M_antipodum,4,39,80,24,0
M_antipodum,4,40,80,24,0
M_antipodum,4,41,80,24,0
M_antipodum,4,42,80,24,0
M_antipodum,4,43,80,24,0
M_antipodum,4,44,80,24,0
M_antipodum,4,45,80,24,0
M_antipodum,4,46,80,24,0
M_antipodum,4,47,80,24,0
M_antipodum,4,48,80,24,0
M_antipodum,4,49,80,24,0
M_antipodum,4,50,80,24,0
M_antipodum,4,51,80,24,0
M_antipodum,4,52,80,24,0
M_antipodum,4,53,80,24,0
M_antipodum,4,54,80,24,0
M_antipodum,4,55,80,24,0
M_antipodum,4,56,80,24,0
M_antipodum,4,57,80,24,0
M_antipodum,4,58,80,24,0
M_antipodum,4,59,80,24,0
M_antipodum,4,60,80,24,0
M_antipodum,4,61,80,24,0
M_antipodum,4,62,80,24,0
M_antipodum,4,63,80,24,0
M_antipodum,4,64,80,24,0
M_antipodum,4,65,80,24,0
M_antipodum,4,66,80,24,0
M_antipodum,4,67,80,24,0
M_antipodum,4,68,80,24,0
M_antipodum,4,69,80,24,0
M_antipodum,4,70,80,24,0
M_antipodum,4,71,80,24,0
M_antipodum,4,72,80,24,0
M_antipodum,4,73,80,24,0
M_antipodum,4,74,80,24,0
M_antipodum,4,75,80,24,0
M_antipodum,4,76,80,24,0
M_antipodum,4,77,80,24,0
M_antipodum,4,78,80,24,0
M_antipodum,4,79,80,24,0
M_antipodum,4,80,80,24,0
M_antipodum,5,1,80,24,1
M_antipodum,5,2,80,24,0
M_antipodum,5,3,80,24,0
M_antipodum,5,4,80,24,0
M_antipodum,5,5,80,24,0
M_antipodum,5,6,80,24,0
M_antipodum,5,7,80,24,0
M_antipodum,5,8,80,24,0
M_antipodum,5,9,80,24,0
M_antipodum,5,10,80,24,0
M_antipodum,5,11,80,24,0
M_antipodum,5,12,80,24,0
M_antipodum,5,13,80,24,0
M_antipodum,5,14,80,24,0
M_antipodum,5,15,80,24,0
M_antipodum,5,16,80,24,0
M_antipodum,5,17,80,24,0
M_antipodum,5,18,80,24,0
M_antipodum,5,19,80,24,0
M_antipodum,5,20,80,24,0
M_antipodum,5,21,80,24,0
M_antipodum,5,22,80,24,0
M_antipodum,5,23,80,24,0
M_antipodum,5,24,80,24,0
M_antipodum,5,25,80,24,0
M_antipodum,5,26,80,24,0
M_antipodum,5,27,80,24,0
M_antipodum,5,28,80,24,0
M_antipodum,5,29,80,24,0
M_antipodum,5,30,80,24,0
M_antipodum,5,31,80,24,0
M_antipodum,5,32,80,24,0
M_antipodum,5,33,80,24,0
M_antipodum,5,34,80,24,0
M_antipodum,5,35,80,24,0
M_antipodum,5,36,80,24,0
M_antipodum,5,37,80,24,0
M_antipodum,5,38,80,24,0
M_antipodum,5,39,80,24,0
M_antipodum,5,40,80,24,0
M_antipodum,5,41,80,24,0
M_antipodum,5,42,80,24,0
M_antipodum,5,43,80,24,0
M_antipodum,5,44,80,24,0
M_antipodum,5,45,80,24,0
M_antipodum,5,46,80,24,0
M_antipodum,5,47,80,24,0
M_antipodum,5,48,80,24,0
M_antipodum,5,49,80,24,0
M_antipodum,5,50,80,24,0
M_antipodum,5,51,80,24,0
M_antipodum,5,52,80,24,0
M_antipodum,5,53,80,24,0
M_antipodum,5,54,80,24,0
M_antipodum,5,55,80,24,0
M_antipodum,5,56,80,24,0
M_antipodum,5,57,80,24,0
M_antipodum,5,58,80,24,0
M_antipodum,5,59,80,24,0
M_antipodum,5,60,80,24,0
M_antipodum,5,61,80,24,0
M_antipodum,5,62,80,24,0
M_antipodum,5,63,80,24,0
M_antipodum,5,64,80,24,0
M_antipodum,5,65,80,24,0
M_antipodum,5,66,80,24,0
M_antipodum,5,67,80,24,0
M_antipodum,5,68,80,24,0
M_antipodum,5,69,80,24,0
M_antipodum,5,70,80,24,0
M_antipodum,5,71,80,24,0
M_antipodum,5,72,80,24,0
M_antipodum,5,73,80,24,0
M_antipodum,5,74,80,24,0
M_antipodum,5,75,80,24,0
M_antipodum,5,76,80,24,0
M_antipodum,5,77,80,24,0
M_antipodum,5,78,80,24,0
M_antipodum,5,79,80,24,0
M_antipodum,5,80,80,24,0
M_antipodum,6,1,80,24,1
M_antipodum,6,2,80,24,1
M_antipodum,6,3,80,24,1
M_antipodum,6,4,80,24,0
M_antipodum,6,5,80,24,0
M_antipodum,6,6,80,24,0
M_antipodum,6,7,80,24,0
M_antipodum,6,8,80,24,0
M_antipodum,6,9,80,24,0
M_antipodum,6,10,80,24,0
M_antipodum,6,11,80,24,0
M_antipodum,6,12,80,24,0
M_antipodum,6,13,80,24,0
M_antipodum,6,14,80,24,0
M_antipodum,6,15,80,24,0
M_antipodum,6,16,80,24,0
M_antipodum,6,17,80,24,0
M_antipodum,6,18,80,24,0
M_antipodum,6,19,80,24,0
M_antipodum,6,20,80,24,0
M_antipodum,6,21,80,24,0
M_antipodum,6,22,80,24,0
M_antipodum,6,23,80,24,0
M_antipodum,6,24,80,24,0
M_antipodum,6,25,80,24,0
M_antipodum,6,26,80,24,0
M_antipodum,6,27,80,24,0
M_antipodum,6,28,80,24,0
M_antipodum,6,29,80,24,0
M_antipodum,6,30,80,24,0
M_antipodum,6,31,80,24,0
M_antipodum,6,32,80,24,0
M_antipodum,6,33,80,24,0
M_antipodum,6,34,80,24,0
M_antipodum,6,35,80,24,0
M_antipodum,6,36,80,24,0
M_antipodum,6,37,80,24,0
M_antipodum,6,38,80,24,0
M_antipodum,6,39,80,24,0
M_antipodum,6,40,80,24,0
M_antipodum,6,41,80,24,0
M_antipodum,6,42,80,24,0
M_antipodum,6,43,80,24,0
M_antipodum,6,44,80,24,0
M_antipodum,6,45,80,24,0
M_antipodum,6,46,80,24,0
M_antipodum,6,47,80,24,0
M_antipodum,6,48,80,24,0
M_antipodum,6,49,80,24,0
M_antipodum,6,50,80,24,0
